,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,8,2,78,20,58,86
1,2,Man City,35,17,18,27,4,4,88,22,66,85
2,3,Spurs,36,18,18,24,1,11,69,37,32,73
3,4,Arsenal,35,17,18,21,8,6,71,42,29,71
4,5,Man Utd,35,18,17,19,7,9,68,51,17,64
5,6,Chelsea,35,17,18,19,7,9,56,40,16,64
6,7,Wolves,35,17,18,16,9,10,48,40,8,57
7,8,Watford,35,18,17,13,10,12,47,50,-3,49
10,9,Everton,36,18,18,12,10,14,51,49,2,46
8,10,West Ham,36,18,18,13,7,16,47,58,-11,46
9,11,Leicester,35,18,17,13,6,16,42,46,-4,45
11,12,Bournemouth,35,17,18,12,6,17,49,62,-13,42
14,13,Brighton,35,18,17,11,8,16,37,51,-14,41
13,14,Crystal Palace,36,18,18,10,9,17,42,51,-9,39
12,15,Newcastle,35,17,18,10,8,17,34,45,-11,38
16,16,Burnley,35,18,17,10,7,18,41,65,-24,37
15,17,Southampton,35,18,17,8,12,15,39,55,-16,36
17,18,Cardiff,35,17,18,8,5,22,27,64,-37,29
19,19,Huddersfield,36,18,18,4,7,25,22,63,-41,19
18,20,Fulham,35,18,17,4,7,24,32,77,-45,19
