,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,29,2,5,97,24,73,89
0,2,Liverpool,36,18,18,26,8,2,80,27,53,86
2,3,Spurs,37,19,18,23,3,11,65,41,24,72
3,4,Arsenal,37,18,19,21,7,9,75,48,27,70
4,5,Man Utd,37,19,18,19,8,10,65,50,15,65
5,6,Chelsea,37,18,19,19,7,11,58,43,15,64
7,7,Watford,37,19,18,16,8,13,52,51,1,56
6,8,Wolves,36,18,18,15,9,12,45,43,2,54
9,9,Leicester,36,18,18,15,7,14,49,48,1,52
10,10,Everton,37,18,19,14,7,16,55,52,3,49
11,11,Bournemouth,37,18,19,13,8,16,51,61,-10,47
12,12,Newcastle,36,18,18,12,10,14,37,42,-5,46
8,13,West Ham,36,18,18,13,7,16,45,53,-8,46
13,14,Crystal Palace,37,19,18,13,6,18,46,51,-5,45
14,15,Brighton,37,19,18,11,8,18,35,54,-19,41
16,16,Burnley,37,19,18,11,7,19,44,67,-23,40
15,17,Southampton,36,18,18,9,10,17,40,57,-17,37
17,18,Cardiff,37,18,19,9,4,24,33,74,-41,31
18,19,Fulham,36,18,18,6,5,25,36,79,-43,23
19,20,Huddersfield,37,18,19,4,5,28,23,66,-43,17
