,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,28,4,4,93,25,68,88
0,2,Liverpool,36,18,18,25,9,2,78,24,54,84
2,3,Spurs,36,18,18,25,1,10,72,41,31,76
3,4,Arsenal,35,17,18,20,8,7,71,45,26,68
5,5,Chelsea,35,17,18,20,7,8,64,41,23,67
4,6,Man Utd,35,18,17,19,8,8,62,44,18,65
6,7,Wolves,36,18,18,16,9,11,45,39,6,57
10,8,Everton,36,18,18,14,8,14,54,48,6,50
9,9,Leicester,35,18,17,14,7,14,46,47,-1,49
14,10,Brighton,36,18,18,14,7,15,43,47,-4,49
7,11,Watford,36,18,18,14,7,15,47,52,-5,49
8,12,West Ham,36,18,18,13,6,17,50,60,-10,45
11,13,Bournemouth,36,18,18,13,6,17,52,64,-12,45
13,14,Crystal Palace,36,18,18,11,8,17,47,50,-3,41
12,15,Newcastle,36,18,18,10,9,17,34,50,-16,39
15,16,Southampton,36,18,18,9,10,17,43,61,-18,37
16,17,Burnley,36,18,18,8,8,20,40,68,-28,32
17,18,Cardiff,36,18,18,9,5,22,32,68,-36,32
18,19,Fulham,36,18,18,4,5,27,34,86,-52,17
19,20,Huddersfield,36,18,18,3,6,27,20,67,-47,15
