,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,37,19,18,26,8,3,77,25,52,86
1,2,Man City,37,18,19,27,4,6,91,28,63,85
3,3,Arsenal,37,18,19,23,7,7,78,43,35,77
4,4,Man Utd,37,19,18,22,8,7,70,43,27,76
2,5,Spurs,37,19,18,24,2,11,69,40,29,74
5,6,Chelsea,37,18,19,20,8,9,60,43,17,69
6,7,Wolves,36,18,18,16,8,12,44,41,3,69
7,8,Watford,37,19,18,15,7,15,53,54,-1,53
9,9,Leicester,37,19,18,14,7,16,49,52,-3,50
8,10,West Ham,37,18,19,13,8,16,52,60,-8,48
11,11,Bournemouth,37,18,19,13,6,18,52,67,-15,47
10,12,Everton,37,18,19,12,9,16,53,58,-5,46
12,13,Newcastle,37,18,19,11,10,16,36,49,-13,46
15,14,Southampton,37,19,18,11,9,17,42,55,-13,45
16,15,Burnley,37,19,18,12,8,17,49,66,-17,44
14,16,Brighton,37,19,18,11,7,19,40,54,-14,40
13,17,Crystal Palace,37,19,18,9,10,18,47,58,-11,39
17,18,Cardiff,37,18,19,9,6,22,40,75,-35,33
19,19,Huddersfield,37,18,19,4,7,26,23,66,-43,19
18,20,Fulham,36,18,18,4,7,25,33,81,-48,19
