,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,85,21,64,80
0,2,Liverpool,33,17,16,24,8,1,73,19,54,80
2,3,Spurs,34,17,17,22,3,9,65,34,31,69
4,4,Man Utd,32,17,15,19,7,6,62,41,21,64
5,5,Chelsea,33,16,17,19,6,8,57,34,23,63
3,6,Arsenal,33,16,17,18,8,7,68,46,22,62
6,7,Wolves,33,16,17,14,8,11,44,39,5,50
7,8,Watford,33,17,16,13,7,13,46,49,-3,46
9,9,Leicester,34,17,17,13,6,15,42,46,-4,45
11,10,Bournemouth,34,17,17,13,5,16,50,58,-8,44
8,11,West Ham,33,16,17,12,7,14,43,51,-8,43
10,12,Everton,33,16,17,11,9,13,47,46,1,42
14,13,Brighton,34,17,17,12,6,16,41,47,-6,42
13,14,Crystal Palace,33,17,16,10,7,16,37,42,-5,37
12,15,Newcastle,34,17,17,9,9,16,33,45,-12,36
15,16,Southampton,33,17,16,8,9,16,35,57,-22,33
16,17,Burnley,34,17,17,9,6,19,36,65,-29,33
17,18,Cardiff,34,17,17,9,4,21,28,66,-38,31
19,19,Huddersfield,34,17,17,4,6,24,19,61,-42,18
18,20,Fulham,33,17,16,4,5,24,31,75,-44,17
