,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,38,19,19,29,8,1,91,25,66,95
1,2,Man City,38,19,19,29,3,6,95,29,66,90
2,3,Spurs,38,19,19,24,1,13,69,47,22,73
6,4,Wolves,38,19,19,16,12,10,54,42,12,73
4,5,Man Utd,38,19,19,19,10,9,66,51,15,69
3,6,Arsenal,38,19,19,19,9,10,70,51,19,67
5,7,Chelsea,38,19,19,18,8,12,54,44,10,63
7,8,Watford,37,19,18,15,11,11,50,48,2,57
9,9,Leicester,38,19,19,16,7,15,53,48,5,56
10,10,Everton,38,19,19,15,9,14,57,49,8,55
11,11,Bournemouth,38,19,19,14,7,17,53,64,-11,51
8,12,West Ham,37,18,19,14,7,16,49,56,-7,50
14,13,Brighton,38,19,19,14,7,17,45,55,-10,49
12,14,Newcastle,38,19,19,12,9,17,45,47,-2,48
13,15,Crystal Palace,38,19,19,12,9,17,47,54,-7,47
16,16,Burnley,38,19,19,10,8,20,40,69,-29,38
15,17,Southampton,38,19,19,7,10,21,38,68,-30,34
17,18,Cardiff,38,19,19,8,6,24,33,71,-38,30
18,19,Fulham,38,19,19,6,7,25,39,83,-44,25
19,20,Huddersfield,38,19,19,5,6,27,25,72,-47,21
