,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,32,16,16,24,7,1,73,19,54,79
1,2,Man City,31,15,16,25,2,4,81,21,60,77
3,3,Arsenal,32,15,17,19,7,6,66,40,26,64
5,4,Chelsea,32,16,16,19,6,7,61,36,25,63
2,5,Spurs,31,17,14,20,1,10,58,35,23,61
4,6,Man Utd,32,17,15,18,7,7,61,43,18,61
6,7,Wolves,33,16,17,14,9,10,43,38,5,51
8,8,West Ham,32,15,17,13,6,13,43,47,-4,45
7,9,Watford,32,17,15,12,8,12,44,47,-3,44
9,10,Leicester,32,16,16,12,6,14,40,43,-3,42
10,11,Everton,32,16,16,11,7,14,44,44,0,40
11,12,Bournemouth,32,16,16,11,6,15,43,56,-13,39
13,13,Crystal Palace,31,15,16,10,6,15,38,42,-4,36
12,14,Newcastle,32,16,16,9,8,15,31,42,-11,35
14,15,Brighton,32,16,16,9,7,16,37,52,-15,34
15,16,Southampton,32,17,15,8,10,14,39,54,-15,34
16,17,Burnley,32,16,16,8,6,18,35,61,-26,30
17,18,Cardiff,32,15,17,8,5,19,30,64,-34,29
18,19,Fulham,32,16,16,4,5,23,29,72,-43,17
19,20,Huddersfield,32,16,16,3,5,24,19,59,-40,14
