,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,2,5,86,24,62,83
0,2,Liverpool,34,17,17,24,9,1,74,21,53,81
2,3,Spurs,35,18,17,22,3,10,65,39,26,69
6,4,Wolves,34,17,17,15,8,11,43,39,4,66
3,5,Arsenal,35,17,18,18,10,7,71,48,23,65
4,6,Man Utd,33,17,16,18,8,7,62,43,19,64
5,7,Chelsea,34,17,17,18,6,10,54,38,16,61
7,8,Watford,34,17,17,14,8,12,50,52,-2,51
9,9,Leicester,34,17,17,14,6,14,48,47,1,49
8,10,West Ham,34,17,17,13,7,14,44,50,-6,47
11,11,Bournemouth,34,17,17,12,5,17,46,62,-16,43
10,12,Everton,34,17,17,11,8,15,45,46,-1,42
12,13,Newcastle,34,17,17,9,11,14,36,45,-9,41
13,14,Crystal Palace,35,18,17,10,8,17,42,48,-6,40
15,15,Southampton,34,17,17,9,10,15,40,54,-14,40
14,16,Brighton,34,17,17,11,6,17,38,50,-12,39
17,17,Cardiff,34,17,17,10,5,19,37,66,-29,35
16,18,Burnley,34,17,17,8,7,19,40,66,-26,31
18,19,Fulham,34,17,17,5,5,24,31,73,-42,20
19,20,Huddersfield,34,17,17,4,6,24,21,62,-41,18
