,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,2,5,86,24,62,83
0,2,Liverpool,34,17,17,24,9,1,74,21,53,81
2,3,Spurs,35,18,17,22,3,10,65,39,26,69
6,4,Wolves,35,17,18,15,9,11,44,40,4,67
3,5,Arsenal,35,17,18,18,10,7,71,48,23,65
4,6,Man Utd,33,17,16,18,8,7,62,43,19,64
5,7,Chelsea,34,17,17,18,6,10,54,38,16,61
9,8,Leicester,35,18,17,15,6,14,50,48,2,52
7,9,Watford,35,18,17,14,8,13,50,53,-3,51
8,10,West Ham,35,17,18,13,7,15,45,52,-7,47
11,11,Bournemouth,35,17,18,13,5,17,49,63,-14,46
10,12,Everton,34,17,17,11,8,15,45,46,-1,42
12,13,Newcastle,34,17,17,9,11,14,36,45,-9,41
13,14,Crystal Palace,35,18,17,10,8,17,42,48,-6,40
14,15,Brighton,35,18,17,11,7,17,39,51,-12,40
15,16,Southampton,34,17,17,9,10,15,40,54,-14,40
17,17,Cardiff,34,17,17,10,5,19,37,66,-29,35
16,18,Burnley,34,17,17,8,7,19,40,66,-26,31
19,19,Huddersfield,35,17,18,5,6,24,22,62,-40,21
18,20,Fulham,35,18,17,5,5,25,32,76,-44,20
