,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,76,21,55,82
1,2,Man City,32,15,17,26,2,4,84,21,63,80
2,3,Spurs,34,17,17,22,2,10,65,39,26,68
5,4,Chelsea,33,16,17,20,6,7,58,34,24,66
3,5,Arsenal,33,16,17,19,6,8,66,45,21,63
4,6,Man Utd,32,17,15,17,8,7,59,42,17,59
6,7,Wolves,33,16,17,15,8,10,47,39,8,53
7,8,Watford,33,17,16,14,8,11,46,45,1,50
9,9,Leicester,34,17,17,14,6,14,44,45,-1,48
10,10,Everton,33,16,17,12,8,13,44,42,2,44
8,11,West Ham,33,16,17,12,7,14,41,48,-7,43
13,12,Crystal Palace,33,17,16,11,6,16,45,46,-1,39
11,13,Bournemouth,33,16,17,11,5,17,45,60,-15,38
14,14,Brighton,33,17,16,10,7,16,35,48,-13,37
12,15,Newcastle,34,17,17,9,8,17,34,47,-13,35
16,16,Burnley,33,17,16,9,6,18,38,63,-25,33
17,17,Cardiff,33,16,17,9,4,20,30,63,-33,31
15,18,Southampton,33,17,16,7,9,17,36,55,-19,30
18,19,Fulham,33,17,16,4,5,24,30,76,-46,17
19,20,Huddersfield,34,17,17,3,6,25,21,65,-44,15
