,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,9,1,78,22,56,87
1,2,Man City,36,18,18,25,5,6,87,31,56,80
2,3,Spurs,37,19,18,22,4,11,68,40,28,70
3,4,Arsenal,37,18,19,21,6,10,70,51,19,69
4,5,Man Utd,36,18,18,18,11,7,69,49,20,65
5,6,Chelsea,36,18,18,19,7,10,57,45,12,64
7,7,Watford,36,18,18,14,11,11,55,52,3,53
9,8,Leicester,36,18,18,14,7,15,50,46,4,49
8,9,West Ham,36,18,18,13,10,13,46,49,-3,49
11,10,Bournemouth,37,18,19,14,7,16,51,61,-10,49
6,11,Wolves,36,18,18,12,12,12,46,47,-1,48
14,12,Brighton,37,19,18,13,7,17,45,53,-8,46
10,13,Everton,36,18,18,11,10,15,48,49,-1,43
13,14,Crystal Palace,37,19,18,11,9,17,44,52,-8,42
12,15,Newcastle,36,18,18,11,9,16,38,48,-10,42
15,16,Southampton,36,18,18,9,11,16,43,60,-17,38
16,17,Burnley,36,18,18,10,8,18,43,64,-21,38
17,18,Cardiff,37,18,19,9,5,23,36,72,-36,32
18,19,Fulham,36,18,18,6,7,23,37,77,-40,25
19,20,Huddersfield,36,18,18,3,9,24,22,65,-43,18
