,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,76,19,57,82
1,2,Man City,32,15,17,25,3,4,83,22,61,78
3,3,Arsenal,33,16,17,19,7,7,68,45,23,65
4,4,Man Utd,32,17,15,18,7,7,61,42,19,63
2,5,Spurs,33,17,16,20,2,11,60,39,21,62
5,6,Chelsea,32,16,16,18,6,8,53,36,17,61
6,7,Wolves,33,16,17,13,8,12,39,40,-1,60
7,8,Watford,33,17,16,14,7,12,46,50,-4,50
8,9,West Ham,32,15,17,13,6,13,42,46,-4,46
11,10,Bournemouth,33,16,17,13,5,15,46,57,-11,46
10,11,Everton,33,16,17,12,7,14,47,44,3,44
9,12,Leicester,33,17,16,12,5,16,43,48,-5,42
13,13,Crystal Palace,33,17,16,11,6,16,43,44,-1,41
14,14,Brighton,33,17,16,11,7,15,37,46,-9,40
12,15,Newcastle,33,16,17,9,9,15,35,46,-11,39
15,16,Southampton,33,17,16,9,9,15,41,54,-13,39
16,17,Burnley,33,17,16,8,6,19,35,61,-26,30
17,18,Cardiff,33,16,17,8,4,21,29,65,-36,28
19,19,Huddersfield,33,16,17,5,5,23,22,59,-37,20
18,20,Fulham,33,17,16,4,6,23,30,73,-43,18
