,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,26,7,1,79,19,60,85
1,2,Man City,34,16,18,27,2,5,88,25,63,83
3,3,Arsenal,35,17,18,20,8,7,75,48,27,69
2,4,Spurs,35,18,17,22,2,11,65,39,26,68
5,5,Chelsea,34,17,17,20,6,8,60,39,21,67
4,6,Man Utd,33,17,16,18,8,7,70,47,23,64
6,7,Wolves,34,17,17,13,10,11,45,42,3,62
7,8,Watford,34,17,17,13,10,11,47,48,-1,50
9,9,Leicester,34,17,17,13,6,15,43,44,-1,46
13,10,Crystal Palace,35,18,17,12,7,16,44,45,-1,45
10,11,Everton,34,17,17,12,7,15,45,47,-2,44
8,12,West Ham,34,17,17,12,6,16,44,59,-15,43
11,13,Bournemouth,34,17,17,12,5,17,46,61,-15,43
12,14,Newcastle,34,17,17,10,9,15,34,43,-9,42
14,15,Brighton,34,17,17,10,8,16,36,48,-12,38
15,16,Southampton,34,17,17,7,12,15,35,52,-17,36
16,17,Burnley,34,17,17,8,7,19,37,65,-28,31
17,18,Cardiff,34,17,17,8,6,20,31,68,-37,30
18,19,Fulham,34,17,17,6,6,22,32,71,-39,24
19,20,Huddersfield,34,17,17,3,6,25,18,64,-46,15
