,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,3,4,93,27,66,84
0,2,Liverpool,35,18,17,25,7,3,79,28,51,82
2,3,Spurs,35,18,17,22,1,12,61,39,22,67
5,4,Chelsea,34,17,17,20,6,8,58,41,17,67
4,5,Man Utd,34,18,16,19,7,8,66,44,22,66
6,6,Wolves,35,17,18,15,8,12,43,41,2,66
3,7,Arsenal,35,17,18,19,7,9,70,47,23,65
7,8,Watford,35,18,17,17,7,11,54,47,7,59
9,9,Leicester,35,18,17,15,6,14,48,46,2,52
10,10,Everton,35,17,18,13,8,14,48,48,0,48
12,11,Newcastle,35,17,18,11,9,15,41,46,-5,45
8,12,West Ham,35,17,18,12,8,15,41,51,-10,45
13,13,Crystal Palace,35,18,17,12,6,17,46,51,-5,44
11,14,Bournemouth,35,17,18,11,7,17,49,66,-17,42
14,15,Brighton,35,18,17,11,8,16,40,50,-10,41
15,16,Southampton,35,18,17,9,9,17,43,59,-16,39
17,17,Cardiff,35,17,18,9,5,21,37,70,-33,32
16,18,Burnley,34,17,17,8,7,19,38,66,-28,31
18,19,Fulham,35,18,17,5,6,24,34,77,-43,21
19,20,Huddersfield,35,17,18,3,5,27,19,64,-45,14
